ASV,zr2757_10V3V4,zr2757_1V3V4,zr2757_2V3V4,zr2757_3V3V4,zr2757_4V3V4,zr2757_5V3V4,zr2757_6V3V4,zr2757_7V3V4,zr2757_8V3V4,zr2757_9V3V4
ASV_2603,6,0,3,0,0,1,7,1,1,2
ASV_2604,5,0,2,2,1,1,7,1,1,1
ASV_2605,5,4,0,1,0,2,3,4,2,0
ASV_2606,5,0,0,0,0,9,2,2,1,2
ASV_2607,5,1,0,0,0,2,0,13,0,0
ASV_2608,5,1,4,2,2,0,0,3,2,2
ASV_2609,5,3,0,7,4,0,0,1,0,1
ASV_2610,4,0,0,2,11,0,0,4,0,0
ASV_2611,4,1,2,0,1,2,2,8,1,0
ASV_2612,4,1,0,0,0,6,5,5,0,0
ASV_2613,3,2,5,0,2,2,4,0,2,1
ASV_2614,3,0,3,0,6,3,0,1,5,0
ASV_2615,3,1,1,2,2,4,0,6,1,1
ASV_2616,3,1,2,3,4,1,4,1,1,1
ASV_2617,3,1,4,0,0,1,0,4,7,1
ASV_2618,3,1,3,6,2,0,4,0,1,1
ASV_2619,3,5,0,1,0,1,5,3,1,2
ASV_2620,3,0,1,2,3,8,1,0,1,2
ASV_2621,2,0,2,3,8,4,0,0,2,0
ASV_2622,2,3,11,0,0,4,1,0,0,0
ASV_2623,2,0,1,0,1,3,3,5,6,0
ASV_2624,2,3,0,4,5,2,2,2,0,1
ASV_2625,2,2,2,4,4,0,3,2,0,2
ASV_2626,2,3,0,0,9,1,2,4,0,0
ASV_2627,2,0,1,2,5,3,2,6,0,0
ASV_2628,2,2,0,0,3,6,1,6,0,1
ASV_2629,2,2,4,0,3,5,0,3,1,1
ASV_2630,2,4,1,4,6,1,1,2,0,0
ASV_2631,2,4,1,1,1,3,0,9,0,0
ASV_2632,2,1,1,3,2,5,4,1,2,0
ASV_2633,2,4,0,3,1,3,3,5,0,0
ASV_2634,2,4,0,2,7,1,1,2,2,0
ASV_2635,1,0,0,0,0,8,9,3,0,0
ASV_2636,1,4,0,1,9,0,0,4,2,0
ASV_2637,1,0,0,3,2,2,8,5,0,0
ASV_2638,1,0,4,0,3,1,2,3,6,1
ASV_2639,1,0,3,2,1,3,4,0,3,4
ASV_2640,1,0,1,3,6,0,1,6,3,0
ASV_2641,1,0,0,12,8,0,0,0,0,0
ASV_2642,1,2,0,9,7,1,0,1,0,0
ASV_2643,1,2,3,0,4,3,1,0,5,2
ASV_2644,0,5,0,2,0,4,1,8,0,1
ASV_2645,0,2,1,1,7,5,1,0,3,1
ASV_2646,0,1,4,1,5,2,2,2,3,1
ASV_2647,0,1,2,2,4,8,0,3,1,0
ASV_2648,0,0,12,0,1,2,1,0,2,3
ASV_2649,0,0,8,0,0,0,1,0,11,1
ASV_2650,0,0,6,2,10,0,0,0,3,0
ASV_2651,0,0,4,3,3,0,3,0,6,2
ASV_2652,0,0,4,0,0,0,2,0,12,3
ASV_2653,0,0,4,3,7,2,0,2,2,1
ASV_2654,0,0,3,0,5,2,7,0,2,2
ASV_2655,0,0,2,1,0,14,4,0,0,0
ASV_2656,0,0,2,5,12,0,2,0,0,0
ASV_2657,0,0,2,0,0,1,1,0,13,4
ASV_2658,0,0,1,4,10,1,3,0,1,1
ASV_2659,0,0,1,2,10,2,0,4,2,0
ASV_2660,0,0,0,12,9,0,0,0,0,0
ASV_2661,0,0,0,9,12,0,0,0,0,0
ASV_2662,0,0,0,8,7,0,1,0,3,2
ASV_2663,0,0,0,3,18,0,0,0,0,0
ASV_2664,9,0,0,3,7,0,0,1,0,0
ASV_2665,9,2,0,2,0,2,0,5,0,0
ASV_2666,9,1,0,0,2,0,0,6,2,0
ASV_2667,8,1,1,0,1,2,2,5,0,0
ASV_2668,7,0,0,0,1,2,5,4,0,1
ASV_2669,7,1,0,4,2,3,2,1,0,0
ASV_2670,7,3,1,0,0,5,0,3,1,0
ASV_2671,6,1,1,0,0,4,2,4,0,2
ASV_2672,6,0,0,4,7,0,0,3,0,0
ASV_2673,6,2,0,1,0,2,0,9,0,0
ASV_2674,5,4,0,2,0,2,1,6,0,0
ASV_2675,5,3,0,7,3,0,0,2,0,0
ASV_2676,5,4,2,0,1,0,2,4,1,1
ASV_2677,5,0,0,0,0,1,2,8,4,0
ASV_2678,5,4,2,0,3,3,1,2,0,0
ASV_2679,5,0,2,5,6,1,1,0,0,0
ASV_2680,5,8,1,1,2,0,0,1,2,0
ASV_2681,5,0,0,0,4,3,4,2,2,0
ASV_2682,4,2,1,0,0,8,1,0,4,0
ASV_2683,4,4,0,5,5,0,0,2,0,0
ASV_2684,4,1,1,0,2,0,1,4,3,4
ASV_2685,4,0,6,0,0,2,0,3,5,0
ASV_2686,4,2,0,4,6,0,0,4,0,0
ASV_2687,4,3,1,0,5,1,0,1,5,0
ASV_2688,4,0,0,1,1,0,0,14,0,0
ASV_2689,3,0,1,2,7,1,2,4,0,0
ASV_2690,3,2,2,1,4,1,2,1,2,2
ASV_2691,3,0,4,1,1,1,4,1,2,3
ASV_2692,3,0,1,3,4,0,0,4,3,2
ASV_2693,3,0,0,2,0,1,7,6,1,0
ASV_2694,3,1,3,0,5,1,0,1,2,4
ASV_2695,3,3,1,2,4,0,2,4,0,1
ASV_2696,3,3,0,3,2,1,0,8,0,0
ASV_2697,3,0,2,0,3,4,1,3,3,1
ASV_2698,2,3,2,6,2,2,0,1,0,2
ASV_2699,2,0,2,3,2,3,2,2,0,4
ASV_2700,2,2,0,2,3,4,4,3,0,0
ASV_2701,2,2,2,3,2,2,1,3,3,0
ASV_2702,2,2,2,1,0,9,1,3,0,0
ASV_2703,2,0,5,0,0,2,3,1,6,1
ASV_2704,2,0,0,0,10,0,2,0,5,1
ASV_2705,2,3,0,2,9,1,1,2,0,0
ASV_2706,2,3,3,3,1,0,3,3,0,2
ASV_2707,1,0,1,3,6,1,0,3,5,0
ASV_2708,1,0,2,2,2,5,5,0,3,0
ASV_2709,1,3,0,1,8,1,1,5,0,0
ASV_2710,1,0,4,0,9,4,1,0,1,0
ASV_2711,1,2,1,1,5,0,0,8,2,0
ASV_2712,1,1,3,2,4,3,1,0,0,5
ASV_2713,1,0,6,2,8,1,0,0,0,2
ASV_2714,1,0,3,2,11,0,0,2,0,1
ASV_2715,1,0,1,2,11,0,1,1,0,3
ASV_2716,1,0,1,1,0,0,0,0,14,3
ASV_2717,1,2,0,1,3,1,5,7,0,0
ASV_2718,1,1,6,3,6,1,0,0,2,0
ASV_2719,1,1,4,2,4,0,5,2,1,0
ASV_2720,1,0,3,1,0,0,6,2,5,2
ASV_2721,0,5,0,0,2,1,12,0,0,0
ASV_2722,0,4,1,1,3,4,7,0,0,0
ASV_2723,0,3,3,0,2,0,3,1,6,2
ASV_2724,0,2,3,1,0,4,4,1,5,0
ASV_2725,0,2,6,1,0,2,1,0,1,7
ASV_2726,0,2,4,0,0,2,1,0,10,1
ASV_2727,0,2,4,5,6,0,1,1,0,1
ASV_2728,0,1,3,3,5,4,2,0,1,1
ASV_2729,0,1,3,2,6,0,0,0,7,1
ASV_2730,0,1,0,13,4,0,1,1,0,0
ASV_2731,0,0,7,0,0,0,1,0,7,5
ASV_2732,0,0,6,0,0,0,0,0,13,1
ASV_2733,0,0,5,0,0,0,0,0,13,2
ASV_2734,0,0,5,1,1,2,0,0,9,2
ASV_2735,0,0,5,0,0,0,2,0,10,3
ASV_2736,0,0,4,1,8,6,1,0,0,0
ASV_2737,0,0,3,2,1,2,2,0,7,3
ASV_2738,0,0,3,1,2,6,3,0,5,0
ASV_2739,0,0,3,3,6,0,0,2,2,4
ASV_2740,0,0,3,0,7,0,8,0,1,1
ASV_2741,0,0,3,0,4,3,0,3,4,3
ASV_2742,0,0,3,0,0,1,7,0,3,6
ASV_2743,0,0,2,1,2,1,5,0,8,1
ASV_2744,0,0,1,0,0,5,0,0,1,13
ASV_2745,0,0,0,9,9,0,2,0,0,0
ASV_2746,0,0,0,7,13,0,0,0,0,0
ASV_2747,0,0,0,6,13,0,0,0,1,0
ASV_2748,0,0,0,0,0,8,0,0,10,2
ASV_2749,12,2,0,1,0,0,0,4,0,0
ASV_2750,10,4,0,0,0,0,0,5,0,0
ASV_2751,8,0,0,0,1,1,2,6,1,0
ASV_2752,7,1,0,0,3,1,3,4,0,0
ASV_2753,7,0,0,1,0,4,3,2,2,0
ASV_2754,6,1,0,4,3,0,0,4,1,0
ASV_2755,6,2,0,1,4,0,0,5,0,1
ASV_2756,6,4,0,3,2,0,1,3,0,0
ASV_2757,6,5,0,0,1,0,0,7,0,0
ASV_2758,5,0,2,0,1,3,3,2,0,3
ASV_2759,5,2,3,1,1,3,2,2,0,0
ASV_2760,5,1,1,0,4,0,2,6,0,0
ASV_2761,4,0,1,0,3,2,4,2,1,2
ASV_2762,4,1,0,0,2,3,1,5,2,1
ASV_2763,4,0,2,0,2,4,3,2,2,0
ASV_2764,4,1,3,2,0,4,1,2,0,2
ASV_2765,3,0,2,0,9,1,1,0,3,0
ASV_2766,3,0,0,2,0,3,4,6,1,0
ASV_2767,3,0,1,4,7,0,1,2,1,0
ASV_2768,3,0,0,0,3,3,2,8,0,0
ASV_2769,3,0,0,3,4,3,1,4,0,1
ASV_2770,3,3,1,6,0,2,1,3,0,0
ASV_2771,3,1,0,0,1,0,6,4,3,1
ASV_2772,3,0,0,2,7,2,2,3,0,0
ASV_2773,3,3,0,9,2,0,0,2,0,0
ASV_2774,3,0,0,0,4,0,0,5,4,3
ASV_2775,2,1,0,1,4,1,5,3,2,0
ASV_2776,2,0,4,2,1,5,1,0,1,3
ASV_2777,2,0,0,4,7,0,4,0,1,1
ASV_2778,2,3,4,0,3,4,1,1,0,1
ASV_2779,2,0,0,1,11,1,0,1,3,0
ASV_2780,2,0,0,2,1,2,3,8,1,0
ASV_2781,2,0,0,2,3,0,6,6,0,0
ASV_2782,2,2,1,6,0,2,0,4,1,1
ASV_2783,2,0,0,0,0,8,5,2,1,1
ASV_2784,2,1,2,0,3,1,1,8,1,0
ASV_2785,1,0,0,4,3,0,2,6,2,1
ASV_2786,1,0,1,0,6,2,0,1,7,1
ASV_2787,1,0,3,2,2,1,5,3,2,0
ASV_2788,1,1,4,0,3,5,1,0,2,2
ASV_2789,1,0,2,4,5,3,0,0,3,1
ASV_2790,1,0,1,0,2,2,3,2,4,4
ASV_2791,1,0,4,0,0,1,2,0,11,0
ASV_2792,1,0,4,2,11,0,0,0,1,0
ASV_2793,1,2,1,2,3,1,2,3,3,1
ASV_2794,1,0,0,3,5,2,2,4,1,1
ASV_2795,1,0,4,0,0,4,0,0,5,5
ASV_2796,1,2,0,1,5,2,0,5,1,2
ASV_2797,1,0,3,3,7,1,0,1,1,2
ASV_2798,1,1,1,2,11,0,0,3,0,0
ASV_2799,1,6,0,0,4,3,0,2,3,0
ASV_2800,1,1,0,1,9,1,0,2,4,0
ASV_2801,1,0,0,1,4,4,2,5,2,0
ASV_2802,1,0,1,2,2,0,3,5,2,3
ASV_2803,1,0,0,5,11,0,0,0,2,0
ASV_2804,0,3,2,0,0,9,3,2,0,0
ASV_2805,0,2,0,3,3,1,1,7,2,0
ASV_2806,0,2,0,5,7,2,0,1,2,0
ASV_2807,0,2,0,2,10,0,1,4,0,0
ASV_2808,0,2,0,13,0,3,1,0,0,0
ASV_2809,0,2,0,0,0,10,1,2,1,3
ASV_2810,0,1,2,1,9,0,3,0,0,3
ASV_2811,0,1,4,2,2,1,1,1,3,4
ASV_2812,0,1,1,4,0,4,4,2,1,2
ASV_2813,0,1,3,4,5,1,2,1,2,0
ASV_2814,0,1,5,2,2,2,2,1,3,1
ASV_2815,0,0,11,0,0,1,2,0,4,1
ASV_2816,0,0,10,0,2,0,0,0,3,4
ASV_2817,0,0,8,1,2,0,4,1,3,0
ASV_2818,0,0,8,0,0,1,0,0,10,0
ASV_2819,0,0,7,0,0,0,0,0,9,3
ASV_2820,0,0,6,4,2,2,1,0,2,2
ASV_2821,0,0,5,0,4,2,3,0,4,1
ASV_2822,0,0,5,0,1,1,0,0,7,5
ASV_2823,0,0,5,1,1,0,1,0,8,3
ASV_2824,0,0,4,3,3,6,0,0,1,2
ASV_2825,0,0,4,0,1,0,3,0,11,0
ASV_2826,0,0,4,0,3,3,5,0,3,1
ASV_2827,0,0,4,0,0,0,1,0,12,2
ASV_2828,0,0,4,1,6,0,3,1,4,0
ASV_2829,0,0,3,1,8,3,1,0,3,0
ASV_2830,0,0,3,1,1,1,7,2,0,4
ASV_2831,0,0,3,3,7,1,3,0,1,1
ASV_2832,0,0,3,3,5,2,4,0,1,1
ASV_2833,0,0,3,4,6,1,1,1,1,2
ASV_2834,0,0,3,0,1,3,1,0,9,2
ASV_2835,0,0,2,2,7,1,3,2,2,0
ASV_2836,0,0,2,1,2,6,0,0,7,1
ASV_2837,0,0,2,0,3,1,6,1,3,3
ASV_2838,0,0,2,1,1,2,4,0,3,6
ASV_2839,0,0,1,0,0,0,0,0,10,8
ASV_2840,0,0,1,3,15,0,0,0,0,0
ASV_2841,0,0,0,3,12,0,3,0,1,0
ASV_2842,0,0,0,0,1,3,12,0,0,3
ASV_2843,0,0,0,0,0,0,1,0,13,5
ASV_2844,12,0,0,2,0,0,1,0,3,0
ASV_2845,9,1,0,0,0,1,2,5,0,0
ASV_2846,8,0,0,0,0,3,1,6,0,0
ASV_2847,8,0,1,3,1,0,1,4,0,0
ASV_2848,7,1,1,3,1,0,0,2,3,0
ASV_2849,6,1,0,2,5,0,0,4,0,0
ASV_2850,6,1,1,1,1,1,3,3,0,1
ASV_2851,6,0,0,0,0,5,3,4,0,0
ASV_2852,5,8,1,0,1,0,0,2,1,0
ASV_2853,5,0,0,3,4,0,0,6,0,0
ASV_2854,4,0,0,6,4,0,0,4,0,0
ASV_2855,4,4,0,1,0,2,2,5,0,0
ASV_2856,4,2,1,0,6,0,0,4,1,0
ASV_2857,4,2,0,2,4,2,1,3,0,0
ASV_2858,4,1,0,1,2,0,0,10,0,0
ASV_2859,4,0,0,1,1,9,0,3,0,0
ASV_2860,3,0,0,1,4,2,4,2,0,2
ASV_2861,3,1,0,0,2,2,3,1,2,4
ASV_2862,3,2,1,1,1,0,0,4,4,2
ASV_2863,3,0,4,2,3,2,0,4,0,0
ASV_2864,3,0,0,0,0,4,6,4,0,1
ASV_2865,3,0,0,7,5,1,1,0,0,1
ASV_2866,3,2,0,0,2,1,1,1,5,3
ASV_2867,3,1,0,0,1,3,5,1,4,0
ASV_2868,3,0,1,0,2,2,4,4,1,1
ASV_2869,2,0,4,1,4,2,0,0,5,0
ASV_2870,2,0,0,0,0,4,4,5,2,1
ASV_2871,2,0,1,4,11,0,0,0,0,0
ASV_2872,2,4,1,0,8,0,0,2,0,1
ASV_2873,2,0,1,1,0,3,4,3,4,0
ASV_2874,2,0,4,0,0,10,1,1,0,0
ASV_2875,2,0,1,5,5,0,0,4,1,0
ASV_2876,2,0,0,5,9,0,1,1,0,0
ASV_2877,2,2,0,5,7,0,0,2,0,0
ASV_2878,1,3,5,4,2,0,1,2,0,0
ASV_2879,1,0,6,0,0,0,0,3,6,2
ASV_2880,1,0,4,1,3,1,0,1,7,0
ASV_2881,1,1,1,1,1,1,1,7,4,0
ASV_2882,1,3,0,6,6,1,0,1,0,0
ASV_2883,1,0,4,4,3,3,0,0,1,2
ASV_2884,1,0,1,2,3,3,1,1,1,5
ASV_2885,1,0,5,2,3,4,1,2,0,0
ASV_2886,1,1,2,1,2,4,2,3,2,0
ASV_2887,1,0,0,1,3,0,6,3,0,4
ASV_2888,1,0,4,1,0,5,1,0,5,1
ASV_2889,1,0,1,0,0,2,5,1,4,4
ASV_2890,1,1,2,0,7,0,1,3,2,1
ASV_2891,1,0,0,1,11,2,0,3,0,0
ASV_2892,1,0,2,1,3,2,2,1,4,2
ASV_2893,1,0,2,3,3,1,1,6,1,0
ASV_2894,1,2,0,3,9,0,1,0,1,1
ASV_2895,0,4,0,10,1,1,0,0,1,1
ASV_2896,0,3,0,7,3,0,0,5,0,0
ASV_2897,0,2,0,5,8,2,0,1,0,0
ASV_2898,0,2,3,6,3,0,4,0,0,0
ASV_2899,0,2,1,2,4,2,5,0,1,1
ASV_2900,0,1,3,3,3,1,1,3,3,0
ASV_2901,0,1,0,1,8,1,0,5,2,0
ASV_2902,0,1,2,0,3,1,8,2,0,1
ASV_2903,0,1,0,4,12,0,0,1,0,0
ASV_2904,0,1,0,4,11,1,1,0,0,0
ASV_2905,0,1,0,12,5,0,0,0,0,0
ASV_2906,0,1,1,2,2,2,3,6,0,1
ASV_2907,0,0,12,0,0,0,1,0,0,5
ASV_2908,0,0,10,0,1,0,1,0,2,4
ASV_2909,0,0,9,0,0,1,1,0,2,5
ASV_2910,0,0,8,0,1,0,1,0,5,3
ASV_2911,0,0,8,0,0,0,0,0,10,0
ASV_2912,0,0,8,1,0,0,2,0,4,3
ASV_2913,0,0,7,0,0,2,0,6,1,2
ASV_2914,0,0,7,0,3,2,3,2,1,0
ASV_2915,0,0,5,1,1,3,1,0,5,2
ASV_2916,0,0,5,2,3,2,4,0,1,1
ASV_2917,0,0,5,2,1,0,4,0,6,0
ASV_2918,0,0,4,2,2,0,1,0,9,0
ASV_2919,0,0,3,1,1,1,2,0,6,4
ASV_2920,0,0,3,0,0,3,0,0,11,1
ASV_2921,0,0,3,1,6,3,1,2,2,0
ASV_2922,0,0,3,0,0,0,1,0,13,1
ASV_2923,0,0,2,0,7,1,4,2,2,0
ASV_2924,0,0,2,0,3,0,0,0,12,1
ASV_2925,0,0,2,0,2,3,5,2,3,1
ASV_2926,0,0,1,1,1,2,4,0,9,0
ASV_2927,0,0,1,2,9,1,1,0,4,0
ASV_2928,0,0,0,8,10,0,0,0,0,0
ASV_2929,9,1,0,1,0,0,4,2,0,0
ASV_2930,8,0,0,1,0,0,3,2,1,2
ASV_2931,7,0,0,0,0,1,2,7,0,0
ASV_2932,7,1,0,0,4,0,3,2,0,0
ASV_2933,7,3,1,2,1,2,0,1,0,0
ASV_2934,6,1,0,1,1,0,8,0,0,0
ASV_2935,6,1,0,0,0,0,0,10,0,0
ASV_2936,5,0,0,0,0,0,0,11,0,1
ASV_2937,4,1,2,2,2,0,2,1,3,0
ASV_2938,4,2,0,0,3,0,5,3,0,0
ASV_2939,4,0,3,1,5,0,0,0,4,0
ASV_2940,4,2,0,0,0,3,0,8,0,0
ASV_2941,4,1,0,0,0,0,0,12,0,0
ASV_2942,4,1,0,2,6,0,0,3,0,1
ASV_2943,3,1,0,1,7,2,2,0,1,0
ASV_2944,3,3,3,2,1,1,0,3,1,0
ASV_2945,3,6,0,4,1,2,0,1,0,0
ASV_2946,3,2,0,5,2,0,2,1,1,1
ASV_2947,3,3,0,1,0,0,2,7,1,0
ASV_2948,3,1,2,1,4,2,3,0,0,1
ASV_2949,3,1,1,0,0,3,1,6,2,0
ASV_2950,3,1,1,0,1,2,3,0,4,2
ASV_2951,3,1,2,0,1,1,3,5,0,1
ASV_2952,3,2,0,3,1,0,0,8,0,0
ASV_2953,3,2,2,2,1,2,1,3,0,1
ASV_2954,2,2,0,0,0,6,3,4,0,0
ASV_2955,2,1,0,2,7,4,0,1,0,0
ASV_2956,2,1,1,5,6,0,0,2,0,0
ASV_2957,2,0,2,0,5,4,1,3,0,0
ASV_2958,2,0,0,6,6,3,0,0,0,0
ASV_2959,1,2,4,4,3,0,0,2,0,1
ASV_2960,1,2,0,4,0,4,2,4,0,0
ASV_2961,1,1,0,4,7,0,2,2,0,0
ASV_2962,1,2,0,1,3,1,1,7,0,1
ASV_2963,1,0,0,7,7,0,2,0,0,0
ASV_2964,1,3,0,1,3,0,1,8,0,0
ASV_2965,1,0,3,0,6,1,2,1,0,3
ASV_2966,1,1,3,4,0,1,2,4,0,1
ASV_2967,1,1,1,0,5,1,3,0,3,2
ASV_2968,1,0,3,4,6,1,0,0,2,0
ASV_2969,1,1,1,3,7,0,0,0,1,3
ASV_2970,1,0,0,7,8,1,0,0,0,0
ASV_2971,1,1,2,0,0,5,2,6,0,0
ASV_2972,1,1,0,0,10,0,3,1,0,1
ASV_2973,1,0,0,3,4,5,3,1,0,0
ASV_2974,1,2,3,0,3,1,1,4,0,2
ASV_2975,1,2,0,6,3,2,0,3,0,0
ASV_2976,1,0,2,0,0,2,1,2,4,5
ASV_2977,1,0,0,6,6,2,2,0,0,0
ASV_2978,1,0,2,2,5,0,4,1,1,1
ASV_2979,1,3,1,4,2,2,0,2,1,1
ASV_2980,1,3,0,1,0,6,2,2,2,0
ASV_2981,0,7,0,0,5,0,1,2,2,0
ASV_2982,0,4,0,4,6,2,1,0,0,0
ASV_2983,0,4,2,0,4,0,0,4,2,1
ASV_2984,0,4,2,3,1,0,1,2,0,4
ASV_2985,0,3,1,7,4,0,0,0,0,2
ASV_2986,0,2,1,3,8,1,0,1,1,0
ASV_2987,0,2,2,2,3,2,3,3,0,0
ASV_2988,0,2,0,3,3,2,3,4,0,0
ASV_2989,0,2,3,0,4,2,4,1,1,0
ASV_2990,0,1,3,6,7,0,0,0,0,0
ASV_2991,0,1,2,5,4,1,0,1,1,2
ASV_2992,0,1,1,3,9,1,1,1,0,0
ASV_2993,0,1,3,2,4,4,2,0,1,0
ASV_2994,0,1,5,0,1,1,2,0,7,0
ASV_2995,0,1,3,1,1,4,1,0,6,0
ASV_2996,0,0,8,0,0,2,2,0,4,1
ASV_2997,0,0,8,0,3,1,4,0,0,1
ASV_2998,0,0,6,0,0,0,5,0,5,1
ASV_2999,0,0,6,0,0,0,0,0,11,0
ASV_3000,0,0,5,2,1,0,2,0,3,4
ASV_3001,0,0,4,0,0,0,1,0,5,7
ASV_3002,0,0,4,2,3,0,5,0,2,1
ASV_3003,0,0,3,0,1,1,1,0,8,3
ASV_3004,0,0,3,1,1,3,3,0,5,1
ASV_3005,0,0,3,0,5,2,3,1,3,0
ASV_3006,0,0,3,0,1,0,8,0,3,2
ASV_3007,0,0,2,4,7,0,1,0,2,1
ASV_3008,0,0,2,9,1,1,0,1,0,3
ASV_3009,0,0,1,0,0,0,2,0,10,4
ASV_3010,0,0,1,4,9,1,0,0,0,2
ASV_3011,0,0,1,3,3,5,1,1,2,1
ASV_3012,0,0,1,1,1,3,8,1,2,0
ASV_3013,0,0,1,1,8,0,7,0,0,0
ASV_3014,0,0,0,8,8,0,1,0,0,0
ASV_3015,0,0,0,5,9,0,1,0,1,1
ASV_3016,0,0,0,0,1,7,7,1,1,0
ASV_3017,0,0,0,0,0,8,8,0,1,0
ASV_3018,9,0,0,0,0,0,0,7,0,0
ASV_3019,8,0,0,0,0,0,0,8,0,0
ASV_3020,7,3,1,2,0,0,0,3,0,0
ASV_3021,7,2,0,0,1,0,0,6,0,0
ASV_3022,5,2,0,2,6,0,0,1,0,0
ASV_3023,5,1,0,2,7,0,0,1,0,0
ASV_3024,5,1,0,1,2,0,0,7,0,0
ASV_3025,4,0,0,0,0,4,2,5,0,1
ASV_3026,4,0,0,1,3,2,2,1,1,2
ASV_3027,4,2,0,3,3,0,0,4,0,0
ASV_3028,3,0,2,4,2,0,0,5,0,0
ASV_3029,3,0,0,0,8,0,0,4,0,1
ASV_3030,3,0,0,7,5,0,0,1,0,0
ASV_3031,3,4,0,0,3,2,2,2,0,0
ASV_3032,3,2,1,0,2,3,0,5,0,0
ASV_3033,2,1,0,0,0,5,1,7,0,0
ASV_3034,2,1,0,1,2,3,1,6,0,0
ASV_3035,2,1,0,1,3,4,3,1,1,0
ASV_3036,2,0,0,0,2,8,0,4,0,0
ASV_3037,2,0,3,4,1,3,1,1,0,1
ASV_3038,2,3,1,0,2,1,0,4,2,1
ASV_3039,2,0,0,6,6,0,0,2,0,0
ASV_3040,2,5,0,2,2,0,0,5,0,0
ASV_3041,2,1,2,0,4,3,2,2,0,0
ASV_3042,2,0,1,2,4,2,1,0,0,4
ASV_3043,2,0,2,1,1,2,3,2,0,3
ASV_3044,2,0,0,3,6,0,1,4,0,0
ASV_3045,2,0,0,0,6,0,3,5,0,0
ASV_3046,2,0,0,5,5,2,0,1,1,0
ASV_3047,1,0,0,5,2,1,3,1,0,3
ASV_3048,1,1,2,2,1,1,0,0,5,3
ASV_3049,1,2,4,0,2,2,2,0,3,0
ASV_3050,1,1,2,3,4,0,2,2,1,0
ASV_3051,1,0,2,1,0,6,4,1,0,1
ASV_3052,1,0,1,3,9,0,0,1,1,0
ASV_3053,1,0,1,1,6,0,4,2,0,1
ASV_3054,1,0,0,2,6,1,2,1,0,3
ASV_3055,1,1,1,1,3,0,2,1,3,3
ASV_3056,1,1,0,0,0,3,1,10,0,0
ASV_3057,1,0,1,3,2,0,7,1,1,0
ASV_3058,1,2,1,1,5,1,2,0,3,0
ASV_3059,1,1,1,0,1,4,1,2,2,3
ASV_3060,0,4,1,2,1,1,5,0,2,0
ASV_3061,0,2,1,1,0,1,6,0,5,0
ASV_3062,0,2,0,4,7,0,1,0,2,0
ASV_3063,0,2,3,3,2,0,3,0,1,2
ASV_3064,0,2,0,1,2,4,2,5,0,0
ASV_3065,0,1,0,0,10,1,3,0,1,0
ASV_3066,0,1,0,6,3,0,4,0,1,1
ASV_3067,0,1,0,1,1,1,3,9,0,0
ASV_3068,0,1,4,4,2,0,0,0,2,3
ASV_3069,0,1,4,0,2,1,4,1,2,1
ASV_3070,0,1,5,2,5,0,2,0,0,1
ASV_3071,0,1,1,7,6,0,1,0,0,0
ASV_3072,0,1,2,0,1,2,4,0,5,1
ASV_3073,0,1,0,0,0,3,10,2,0,0
ASV_3074,0,1,3,1,0,2,1,0,3,5
ASV_3075,0,0,11,0,0,0,0,0,5,0
ASV_3076,0,0,7,0,0,0,0,0,9,0
ASV_3077,0,0,7,1,4,0,1,0,3,0
ASV_3078,0,0,6,0,0,1,4,0,4,1
ASV_3079,0,0,5,0,2,1,2,0,4,2
ASV_3080,0,0,4,1,0,3,0,0,7,1
ASV_3081,0,0,4,0,1,4,4,1,0,2
ASV_3082,0,0,3,0,1,4,6,0,1,1
ASV_3083,0,0,2,0,5,1,2,0,1,5
ASV_3084,0,0,1,6,9,0,0,0,0,0
ASV_3085,0,0,1,0,3,0,0,10,2,0
ASV_3086,0,0,1,0,0,0,7,0,6,2
ASV_3087,0,0,1,4,2,4,1,1,1,2
ASV_3088,0,0,1,0,7,0,3,0,5,0
ASV_3089,0,0,1,0,1,1,4,0,4,5
ASV_3090,0,0,1,3,10,0,0,0,0,2
ASV_3091,0,0,0,6,9,0,0,1,0,0
ASV_3092,0,0,0,6,4,2,1,3,0,0
ASV_3093,0,0,0,5,11,0,0,0,0,0
ASV_3094,0,0,0,3,12,0,0,1,0,0
ASV_3095,0,0,0,1,2,1,0,5,2,5
ASV_3096,0,0,0,0,10,0,1,4,1,0
ASV_3097,0,0,0,0,4,5,5,1,1,0
ASV_3098,9,1,0,1,0,0,0,4,0,0
ASV_3099,7,1,0,0,2,0,0,5,0,0
ASV_3100,6,0,2,0,0,0,1,4,2,0
ASV_3101,6,1,0,0,0,1,0,7,0,0
ASV_3102,6,2,0,3,0,1,1,2,0,0
ASV_3103,5,1,0,0,0,0,0,9,0,0
ASV_3104,5,2,0,0,8,0,0,0,0,0
ASV_3105,4,3,0,0,1,1,0,6,0,0
ASV_3106,4,3,0,3,0,0,0,5,0,0
ASV_3107,4,1,0,1,1,1,1,6,0,0
ASV_3108,4,2,0,1,0,0,4,1,1,2
ASV_3109,3,0,0,0,0,1,3,8,0,0
ASV_3110,3,1,1,0,5,0,0,5,0,0
ASV_3111,3,1,0,0,0,3,1,7,0,0
ASV_3112,3,0,0,2,2,2,2,3,1,0
ASV_3113,3,0,0,0,10,0,0,2,0,0
ASV_3114,3,0,1,1,0,3,1,3,1,2
ASV_3115,3,0,0,2,4,3,0,1,1,1
ASV_3116,3,0,1,0,1,2,2,6,0,0
